collection,série,titre,date,pages,prix,âge,scenario,dessin,contenu VO,EAN,url,url cover
Vertigo Classiques,Fairest,Fairest Les Belles et la Bête,2015-04-17,160,16.00,12+,Bill Willingham,Collectif,,9782365776431,https://www.urban-comics.com/fairest-les-belles-et-la-bete/,https://bdi.dlpdomain.com/album/9782365776431/couv/M385x862/fairest-les-belles-et-la-bete.jpg
Vertigo Classiques,Fairest,Fairest Tome 3,2015-06-19,136,16.00,12+,Bill Willingham,Collectif,,9782365776646,https://www.urban-comics.com/fairest-tome-3/,https://bdi.dlpdomain.com/album/9782365776646/couv/M385x862/fairest-tome-3.jpg
Vertigo Classiques,Fairest,Fairest Tome 4,2015-08-21,144,15.17,12+,Marc Andreyko,Shawn McManus,,9782365776653,https://www.urban-comics.com/fairest-tome-4/,https://bdi.dlpdomain.com/album/9782365776653/couv/M385x862/fairest-tome-4.jpg
Vertigo Classiques,Fairest,Fairest Tome 5,2016-02-05,,16.00,12+,Marc Andreyko,Shawn McManus,,9782365778633,https://www.urban-comics.com/fairest-tome-5/,https://bdi.dlpdomain.com/album/9782365778633/couv/M385x862/fairest-tome-5.jpg
Vertigo Classiques,Jack of Fables,Jack of fables Tome 6,2012-08-17,128,14.00,12+,Bill Willingham|Matthew Sturges,Tony Akins,,9782365770613,https://www.urban-comics.com/jack-of-fables-tome-6/,https://bdi.dlpdomain.com/album/9782365770613/couv/M385x862/jack-of-fables-tome-6.jpg
Vertigo Classiques,Les Dossiers D'Hellblazer,Les Dossiers d'Hellblazer tome 1,2012-02-24,128,15.00,12+,Si Spencer,Sean Murphy,,9782365770057,https://www.urban-comics.com/les-dossiers-dhellblazer-tome-1/,https://bdi.dlpdomain.com/album/9782365770057/couv/M385x862/les-dossiers-d-rsquo-hellblazer-tome-1.jpg
Vertigo Classiques,Les Dossiers D'Hellblazer,les Dossiers d'Hellblazer tome 2,2013-09-20,160,15.00,12+,Jamie Delano,Jock|Mike Carey,,9782365773072,https://www.urban-comics.com/les-dossiers-dhellblazer-tome-2/,https://bdi.dlpdomain.com/album/9782365773072/couv/M385x862/les-dossiers-d-rsquo-hellblazer-tome-2.jpg
Vertigo Classiques,Soldat Inconnu,Soldat Inconnu tome 1,2012-02-24,144,16.00,12+,Joshua Dysart,Alberto Ponticelli,,9782365770040,https://www.urban-comics.com/soldat-inconnu-tome-1/,https://bdi.dlpdomain.com/album/9782365770040/couv/M385x862/soldat-inconnu-tome-1.jpg
Vertigo Classiques,Soldat Inconnu,Soldat Inconnu tome 2,2012-09-14,144,16.00,12+,Joshua Dysart,Alberto Ponticelli,,9782365770712,https://www.urban-comics.com/soldat-inconnu-tome-2/,https://bdi.dlpdomain.com/album/9782365770712/couv/M385x862/soldat-inconnu-tome-2.jpg
Vertigo Classiques,Soldat Inconnu,Soldat Inconnu tome 3,2013-06-07,144,16.00,12+,Joshua Dysart,Alberto Ponticelli|Pat Masioni,,9782365772242,https://www.urban-comics.com/soldat-inconnu-tome-3/,https://bdi.dlpdomain.com/album/9782365772242/couv/M385x862/soldat-inconnu-tome-3.jpg
Vertigo Classiques,Soldat Inconnu,Soldat Inconnu tome 4,2013-12-06,168,16.00,12+,Joshua Dysart,Alberto Ponticelli,,9782365772839,https://www.urban-comics.com/soldat-inconnu-tome-4/,https://bdi.dlpdomain.com/album/9782365772839/couv/M385x862/soldat-inconnu-tome-4.jpg
Vertigo Classiques,Suiciders,Suiciders Tome 1,2016-04-22,160,16.00,12+,Lee Bermejo,Lee Bermejo,,9782365778619,https://www.urban-comics.com/suiciders-tome-1/,https://bdi.dlpdomain.com/album/9782365778619/couv/M385x862/suiciders-tome-1.jpg
Vertigo Classiques,Suiciders,Suiciders Tome 2,2017-11-03,160,16.00,12+,Lee Bermejo,Alessandro Vitti|Gerardo Zaffino,,9782365779128,https://www.urban-comics.com/suiciders-tome-2/,https://bdi.dlpdomain.com/album/9782365779128/couv/M385x862/suiciders-tome-2.jpg
Vertigo Deluxe,,De l'Autre Côté,2013-10-04,144,14.69,15+,Jason Aaron,Cameron Stewart,,9782365772624,https://www.urban-comics.com/de-lautre-cote/,https://bdi.dlpdomain.com/album/9782365772624/couv/M385x862/de-l-rsquo-autre-cote.jpg
Vertigo Deluxe,Dark Night : Une histoire vraie,Dark Night : Une histoire vraie,2017-02-03,128,15.00,12+,Paul Dini,Eduardo Risso,,9791026811190,https://www.urban-comics.com/dark-night-une-histoire-vraie/,https://bdi.dlpdomain.com/album/9791026811190/couv/M385x862/dark-night-une-histoire-vraie.jpg
Vertigo Deluxe,Daytripper,Daytripper au jour le jour,2012-04-27,256,23.00,12+,Gabriel Bà|Fàbio Moon,Gabriel Bà|Fàbio Moon,,9782365770132,https://www.urban-comics.com/daytripper-au-jour-le-jour/,https://bdi.dlpdomain.com/album/9782365770132/couv/M385x862/daytripper-au-jour-le-jour.jpg
Vertigo Deluxe,Django Unchained,Django Unchained,2014-01-24,272,21.80,12+,Quentin Tarantino,R.M. Guéra,,9782365773867,https://www.urban-comics.com/django-unchained/,https://bdi.dlpdomain.com/album/9782365773867/couv/M385x862/django-unchained.jpg
Vertigo Deluxe,Enigma,Enigma,2015-06-12,224,20.00,12+,Peter Milligan,Duncan Fegredo,,9782365776493,https://www.urban-comics.com/enigma/,https://bdi.dlpdomain.com/album/9782365776493/couv/M385x862/enigma.jpg
Vertigo Deluxe,Flex Mentallo,Flex Mentallo,2013-01-11,144,15.00,12+,Grant Morrison,Frank Quitely,,9782365771795,https://www.urban-comics.com/flex-mentallo/,https://bdi.dlpdomain.com/album/9782365771795/couv/M385x862/flex-mentallo.jpg
Vertigo Deluxe,Flight of Angels,Flight of Angels,2013-08-30,128,15.00,12+,Collectif,Rebecca Guay,,9782365772518,https://www.urban-comics.com/flight-of-angels/,https://bdi.dlpdomain.com/album/9782365772518/couv/M385x862/flight-of-angels.jpg
Vertigo Deluxe,Gerard Way présente Doom Patrol,Gerard Way présente Doom Patrol,2019-10-11,352,29.00,12+,Gerard Way,Nick Derington,Contenu : Doom Patrol vol. 1: Brick by Brick (#1-6) + Doom Patrol vol. 2: Nada (#7-12),9791026817185,https://www.urban-comics.com/gerard-way-presente-doom-patrol/,https://bdi.dlpdomain.com/album/9791026817185/couv/M385x862/gerard-way-presente-doom-patrol.jpg
Vertigo Deluxe,Joe L'Aventure Intérieure,Joe l'aventure intérieure,2012-10-05,224,20.00,12+,Grant Morrison,Sean Murphy,,9782365771061,https://www.urban-comics.com/joe-laventure-interieure/,https://bdi.dlpdomain.com/album/9782365771061/couv/M385x862/joe-l-rsquo-aventure-interieure.jpg
Vertigo Deluxe,Kid Eternity,Kid Eternity,2015-08-21,160,16.00,12+,Grant Morrison,Duncan Fegredo,,9782365776813,https://www.urban-comics.com/kid-eternity/,https://bdi.dlpdomain.com/album/9782365776813/couv/M385x862/kid-eternity.jpg
Vertigo Deluxe,Les Seigneurs De Bagdad,Les Seigneurs de Bagdad,2012-03-23,144,16.00,12+,Brian K. Vaughan,Niko Henrichon,,9782365770286,https://www.urban-comics.com/les-seigneurs-de-bagdad/,https://bdi.dlpdomain.com/album/9782365770286/couv/M385x862/les-seigneurs-de-bagdad.jpg
Vertigo Deluxe,NOU3,Nou3,2012-06-08,144,16.00,12+,Grant Morrison,Frank Quitely,,9782365770385,https://www.urban-comics.com/nou3/,https://bdi.dlpdomain.com/album/9782365770385/couv/M385x862/nou3.jpg
Vertigo Deluxe,Punk Rock Jesus,Punk Rock Jesus,2013-09-20,232,20.00,12+,Sean Murphy,Sean Murphy,,9782365772600,https://www.urban-comics.com/punk-rock-jesus/,https://bdi.dlpdomain.com/album/9782365772600/couv/M385x862/punk-rock-jesus.jpg
Vertigo Deluxe,Sheriff of Babylon,Sheriff of Babylon,2018-09-07,304,27.49,15+,Tom King,Mitch Gerads,,9791026815297,https://www.urban-comics.com/sheriff-of-babylon/,https://bdi.dlpdomain.com/album/9791026815297/couv/M385x862/sheriff-of-babylon.jpg
Vertigo Deluxe,Six jours,Six jours,2019-05-31,136,15.17,15+,Robert Venditti|Kevin Maurer,Andrea Mutti,Six Days : The incredible true story of D-Day's lost chapter,9791026818854,https://www.urban-comics.com/six-jours/,https://bdi.dlpdomain.com/album/9791026818854/couv/M385x862/six-jours.jpg
Vertigo Deluxe,Sweet tooth,Sweet tooth tome 1,2015-12-04,296,23.00,12+,Jeff Lemire,Jeff Lemire,,9782365777148,https://www.urban-comics.com/sweet-tooth-tome-1/,https://bdi.dlpdomain.com/album/9782365777148/couv/M385x862/sweet-tooth-tome-1.jpg
Vertigo Deluxe,Sweet tooth,Sweet tooth tome 2,2016-07-08,336,29.00,12+,Jeff Lemire,Jeff Lemire,,9782365778848,https://www.urban-comics.com/sweet-tooth-tome-2/,https://bdi.dlpdomain.com/album/9782365778848/couv/M385x862/sweet-tooth-tome-2.jpg
Vertigo Deluxe,Sweet tooth,Sweet tooth tome 3,2016-12-09,384,27.49,12+,Jeff Lemire,Jeff Lemire,,9782365779418,https://www.urban-comics.com/sweet-tooth-tome-3/,https://bdi.dlpdomain.com/album/9782365779418/couv/M385x862/sweet-tooth-tome-3.jpg
Vertigo Deluxe,The Wake,The Wake,2015-01-23,264,23.00,12+,Scott Snyder,Sean Murphy,,9782365774208,https://www.urban-comics.com/the-wake/,https://bdi.dlpdomain.com/album/9782365774208/couv/M385x862/the-wake.jpg
Vertigo Deluxe,Trillium,Trillium,2014-10-24,216,20.00,12+,Jeff Lemire,Jeff Lemire,,9782365774291,https://www.urban-comics.com/trillium/,https://bdi.dlpdomain.com/album/9782365774291/couv/M385x862/trillium.jpg
Vertigo Essentiels,100 Bullets intégrale,100 Bullets intégrale Tome 1,2016-10-28,472,29.00,12+,Brian Azzarello,Eduardo Risso,,9791026810520,https://www.urban-comics.com/100-bullets-integrale-tome-1/,https://bdi.dlpdomain.com/album/9791026810520/couv/M385x862/100-bullets-integrale-tome-1.jpg
Vertigo Essentiels,100 Bullets intégrale,100 Bullets intégrale Tome 2,2017-02-03,408,29.00,12+,Brian Azzarello,Eduardo Risso,,9791026810919,https://www.urban-comics.com/100-bullets-integrale-tome-2/,https://bdi.dlpdomain.com/album/9791026810919/couv/M385x862/100-bullets-integrale-tome-2.jpg
Vertigo Essentiels,100 Bullets intégrale,100 Bullets intégrale Tome 3,2017-06-23,544,29.00,12+,Brian Azzarello,Eduardo Risso,,9791026810995,https://www.urban-comics.com/100-bullets-integrale-tome-3/,https://bdi.dlpdomain.com/album/9791026810995/couv/M385x862/100-bullets-integrale-tome-3.jpg
Vertigo Essentiels,100 Bullets intégrale,100 Bullets intégrale Tome 4,2018-02-09,520,29.00,12+,Brian Azzarello,Eduardo Risso,100 Bullets Deluxe Edition Book 4 (#59-80),9791026811589,https://www.urban-comics.com/100-bullets-integrale-tome-4/,https://bdi.dlpdomain.com/album/9791026811589/couv/M385x862/100-bullets-integrale-tome-4.jpg
Vertigo Essentiels,100 Bullets intégrale,100 Bullets intégrale Tome 5,2018-06-15,504,29.00,12+,Brian Azzarello,Eduardo Risso,100 Bullets Book 5 (#81-100),9791026814139,https://www.urban-comics.com/100-bullets-integrale-tome-5/,https://bdi.dlpdomain.com/album/9791026814139/couv/M385x862/100-bullets-integrale-tome-5.jpg
Vertigo Essentiels,Dmz intégrale,Dmz intégrale Tome 1,2016-10-28,312,29.00,12+,Brian Wood,Riccardo Burchielli,,9791026810469,https://www.urban-comics.com/dmz-integrale-tome-1/,https://bdi.dlpdomain.com/album/9791026810469/couv/M385x862/dmz-integrale-tome-1.jpg
Vertigo Essentiels,Dmz intégrale,Dmz intégrale Tome 2,2017-03-10,424,29.00,12+,Brian Wood,Riccardo Burchielli,,9791026811138,https://www.urban-comics.com/dmz-integrale-tome-2/,https://bdi.dlpdomain.com/album/9791026811138/couv/M385x862/dmz-integrale-tome-2.jpg
Vertigo Essentiels,Dmz intégrale,Dmz intégrale Tome 3,2017-08-18,408,29.00,12+,Brian Wood,Riccardo Burchielli,,9791026811633,https://www.urban-comics.com/dmz-integrale-tome-3/,https://bdi.dlpdomain.com/album/9791026811633/couv/M385x862/dmz-integrale-tome-3.jpg
Vertigo Essentiels,Dmz intégrale,Dmz intégrale Tome 4,2018-04-13,384,29.00,12+,Brian Wood,Riccardo Burchielli,Dmz The Deluxe Edition Book Four (#45-59),9791026814054,https://www.urban-comics.com/dmz-integrale-tome-4/,https://bdi.dlpdomain.com/album/9791026814054/couv/M385x862/dmz-integrale-tome-4.jpg
Vertigo Essentiels,Dmz intégrale,Dmz intégrale Tome 5,2018-09-28,304,29.00,12+,Brian Wood,Riccardo Burchielli,Dmz #60-72,9791026814207,https://www.urban-comics.com/dmz-integrale-tome-5/,https://bdi.dlpdomain.com/album/9791026814207/couv/M385x862/dmz-integrale-tome-5.jpg
Vertigo Essentiels,Doom Patrol,Doom Patrol Tome 1,2019-10-11,464,35.00,15+,Grant Morrison,Richard Case,"The Doom Patrol #19-34, Secret Origins Annual #1",9791026816638,https://www.urban-comics.com/doom-patrol-tome-1/,https://bdi.dlpdomain.com/album/9791026816638/couv/M385x862/doom-patrol-tome-1.jpg
Vertigo Essentiels,Doom Patrol,Doom Patrol tome 2,2020-02-14,448,35.00,15+,Grant Morrison,Grant Morrison|Richard Case,Contenu : Doom Patrol #35-50,9791026818670,https://www.urban-comics.com/doom-patrol-tome-2/,https://bdi.dlpdomain.com/album/9791026818670/couv/M385x862/doom-patrol-tome-2.jpg
Vertigo Essentiels,Doom Patrol,Doom Patrol tome 3,2021-04-23,424,35.00,15+,Grant Morrison,Richard Case,#51-63,9791026817703,https://www.urban-comics.com/doom-patrol-tome-3/,https://bdi.dlpdomain.com/album/9791026817703/couv/M385x862/doom-patrol-tome-3.jpg
Vertigo Essentiels,Ex Machina,Ex Machina tome 1,2013-10-11,288,23.00,12+,Brian K. Vaughan,Tony Harris,,9782365772631,https://www.urban-comics.com/ex-machina-tome-1/,https://bdi.dlpdomain.com/album/9782365772631/couv/M385x862/ex-machina-tome-1.jpg
Vertigo Essentiels,Ex Machina,Ex Machina tome 2,2014-04-25,296,23.00,12+,Brian K. Vaughan,Tony Harris,,9782365773881,https://www.urban-comics.com/ex-machina-tome-2/,https://bdi.dlpdomain.com/album/9782365773881/couv/M385x862/ex-machina-tome-2.jpg
Vertigo Essentiels,Ex Machina,Ex Machina Tome 3,2015-02-27,288,23.00,12+,Brian K. Vaughan,Tony Harris,,9782365774215,https://www.urban-comics.com/ex-machina-tome-3/,https://bdi.dlpdomain.com/album/9782365774215/couv/M385x862/ex-machina-tome-3.jpg
Vertigo Essentiels,Ex Machina,Ex Machina Tome 4,2016-06-24,272,23.00,12+,Brian K. Vaughan,Tony Harris,,9782365778602,https://www.urban-comics.com/ex-machina-tome-4/,https://bdi.dlpdomain.com/album/9782365778602/couv/M385x862/ex-machina-tome-4.jpg
Vertigo Essentiels,Ex Machina,Ex Machina Tome 5,2016-08-19,312,29.00,12+,Brian K. Vaughan,Tony Harris,,9782365779043,https://www.urban-comics.com/ex-machina-tome-5/,https://bdi.dlpdomain.com/album/9782365779043/couv/M385x862/ex-machina-tome-5.jpg
Vertigo Essentiels,Fables intégrale,Fables Intégrale tome 1,2018-01-19,432,29.00,12+,Bill Willingham,Mark Buckingham,#1-17,9791026813910,https://www.urban-comics.com/fables-integrale-tome-1/,https://bdi.dlpdomain.com/album/9791026813910/couv/M385x862/fables-integrale-tome-1.jpg
Vertigo Essentiels,Fables intégrale,Fables Intégrale tome 2,2018-04-20,440,29.00,12+,Bill Willingham,Mark Buckingham,Fables Deluxe Book volume 2 (#18-33),9791026813927,https://www.urban-comics.com/fables-integrale-tome-2/,https://bdi.dlpdomain.com/album/9791026813927/couv/M385x862/fables-integrale-tome-2.jpg
Vertigo Essentiels,Fables intégrale,Fables Intégrale tome 3,2018-07-06,400,29.00,12+,Bill Willingham,Mark Buckingham,Fables #34-49,9791026814252,https://www.urban-comics.com/fables-integrale-tome-3/,https://bdi.dlpdomain.com/album/9791026814252/couv/M385x862/fables-integrale-tome-3.jpg
Vertigo Essentiels,Fables intégrale,Fables Intégrale tome 4,2018-12-07,496,29.00,12+,Bill Willingham,Mark Buckingham,Contenu : Contenu : Fables #50-69,9791026818267,https://www.urban-comics.com/fables-integrale-tome-4/,https://bdi.dlpdomain.com/album/9791026818267/couv/M385x862/fables-integrale-tome-4.jpg
Vertigo Essentiels,Fables intégrale,Fables Intégrale tome 5,2019-01-11,408,29.00,12+,Bill Willingham,Mark Buckingham,Fables #59+64+70-82,9791026816133,https://www.urban-comics.com/fables-integrale-tome-5/,https://bdi.dlpdomain.com/album/9791026816133/couv/M385x862/fables-integrale-tome-5.jpg
Vertigo Essentiels,Fables intégrale,Fables Intégrale tome 6,2019-04-12,424,29.00,12+,Bill Willingham,Mark Buckingham,Fables #83-93 + Jack #33-35 + The Literals 1-3 (tomes 14 et 15 des précédentes éditions),9791026815778,https://www.urban-comics.com/fables-integrale-tome-6/,https://bdi.dlpdomain.com/album/9791026815778/couv/M385x862/fables-integrale-tome-6.jpg
Vertigo Essentiels,Fables intégrale,Fables Intégrale tome 7,2019-07-05,424,29.00,12+,Bill Willingham,Mark Buckingham,Fables #94-107 (tomes 16 et 17 des précédents éditions),9791026815983,https://www.urban-comics.com/fables-integrale-tome-7/,https://bdi.dlpdomain.com/album/9791026815983/couv/M385x862/fables-integrale-tome-7.jpg
Vertigo Essentiels,Fables intégrale,Fables Intégrale tome 8,2019-11-08,400,29.00,12+,Bill Willingham,Mark Buckingham,Contenu : Fables #108-124 (tomes 18 et 19 + #24 des précédentes éditions),9791026816041,https://www.urban-comics.com/fables-integrale-tome-8/,https://bdi.dlpdomain.com/album/9791026816041/couv/M385x862/fables-integrale-tome-8.jpg
Vertigo Essentiels,Fables intégrale,Fables Intégrale tome 9,2020-06-19,472,29.00,12+,Bill Willingham,Mark Buckingham,Fables #125-145 (tomes 20 et 21 + #141-145 du tome 22 des précédentes éditions),9791026818625,https://www.urban-comics.com/fables-integrale-tome-9/,https://bdi.dlpdomain.com/album/9791026818625/couv/M385x862/fables-integrale-tome-9.jpg
Vertigo Essentiels,Fables intégrale,Fables Intégrale tome 10,2020-11-25,564,29.00,12+,Bill Willingham,Mark Buckingham|Collectif|Jim Fern,#146-150 + Werewolves of the Heartland + 1001 Nuits de neige,9791026818878,https://www.urban-comics.com/fables-integrale-tome-10/,https://bdi.dlpdomain.com/album/9791026818878/couv/M385x862/fables-integrale-tome-10.jpg
Vertigo Essentiels,Human Target,Human Target tome 1,2014-08-29,392,29.00,12+,Peter Milligan,Javier Pulido|Edvin Biukovic,,9782365775359,https://www.urban-comics.com/human-target-tome-1/,https://bdi.dlpdomain.com/album/9782365775359/couv/M385x862/human-target-tome-1.jpg
Vertigo Essentiels,Human Target,Human Target Tome 2,2014-09-19,392,29.00,12+,Peter Milligan,Cliff Chiang,,9782365775427,https://www.urban-comics.com/human-target-tome-2/,https://bdi.dlpdomain.com/album/9782365775427/couv/M385x862/human-target-tome-2.jpg
Vertigo Essentiels,Jack of Fables,Jack of Fables tome 1,2019-08-23,416,35.00,15+,Matthew Sturges|Bill Willingham,Collectif|Tony Akins,Jack of Fables - The Deluxe Edition Book One (#1-16),9791026817048,https://www.urban-comics.com/jack-of-fables-tome-1/,https://bdi.dlpdomain.com/album/9791026817048/couv/M385x862/jack-of-fables-tome-1.jpg
Vertigo Essentiels,Jack of Fables,Jack of Fables tome 2,2020-03-13,400,35.00,15+,Bill Willingham|Matthew Sturges,Tony Akins|Collectif,Jack of Fables Deluxe Edition Book 2 (#17-32),9791026817376,https://www.urban-comics.com/jack-of-fables-tome-2/,https://bdi.dlpdomain.com/album/9791026817376/couv/M385x862/jack-of-fables-tome-2.jpg
Vertigo Essentiels,Jack of Fables,Jack of Fables tome 3,2022-03-25,392,35.00,15+,Bill Willingham|Matthew Sturges,Tony Akins|Collectif,#33-50,9791026829706,https://www.urban-comics.com/jack-of-fables-tome-3/,https://bdi.dlpdomain.com/album/9791026829706/couv/M385x862/jack-of-fables-tome-3.jpg
Vertigo Essentiels,Losers,Losers tome 1,2013-11-08,384,27.49,12+,Andy Diggle,Jock,,9782365773096,https://www.urban-comics.com/losers-tome-1/,https://bdi.dlpdomain.com/album/9782365773096/couv/M385x862/losers-tome-1.jpg
Vertigo Essentiels,Losers,Losers tome 2,2013-11-29,416,29.00,12+,Andy Diggle,Jock,,9782365773102,https://www.urban-comics.com/losers-tome-2/,https://bdi.dlpdomain.com/album/9782365773102/couv/M385x862/losers-tome-2.jpg
Vertigo Essentiels,Northlanders,Northlanders tome 1,2014-03-21,480,29.00,12+,Brian Wood,Collectif,,9782365772174,https://www.urban-comics.com/northlanders-tome-1/,https://bdi.dlpdomain.com/album/9782365772174/couv/M385x862/northlanders-tome-1.jpg
Vertigo Essentiels,Northlanders,Northlanders tome 2,2014-09-19,312,29.00,12+,Brian Wood,Collectif,,9782365772594,https://www.urban-comics.com/northlanders-tome-2/,https://bdi.dlpdomain.com/album/9782365772594/couv/M385x862/northlanders-tome-2.jpg
Vertigo Essentiels,Northlanders,Northlanders tome 3,2015-04-24,448,29.00,12+,Brian Wood,Collectif,,9782365774390,https://www.urban-comics.com/northlanders-tome-3/,https://bdi.dlpdomain.com/album/9782365774390/couv/M385x862/northlanders-tome-3.jpg
